radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
GSM,262,2,323,532,,13.349979,52.580192,92669,95825,1,1311240684,1472143588,-65
GSM,262,2,323,36923,,13.326405,52.570525,126605,35940,1,1311240684,1472141722,-51
GSM,262,2,323,36282,,13.326296,52.572441,127999,26912,1,1311240684,1472141722,-54
GSM,262,2,323,36553,,13.34063,52.575334,94795,36961,1,1311240684,1472143588,-58
GSM,262,2,530,6382,,7.910316,52.260688,128739,39776,1,1311240684,1472142095,-57
GSM,262,2,530,6383,,7.924023,52.277246,85643,33928,1,1311240684,1472141474,-63
GSM,262,2,798,3050,,12.507617,51.974422,145968,12315,1,1311240684,1472142095,-82
GSM,262,2,309,19703,,12.497363,51.977197,127094,13643,1,1311240684,1472141961,-81
GSM,262,2,798,22981,,12.497269,51.972264,209030,13583,1,1311240684,1472142095,-61
GSM,262,2,57,23331,,6.505778,51.824449,40997,6467,1,1311240812,1472143588,-64
GSM,262,2,396,43362,,13.301473,53.567553,125752,24809,1,1311240812,1472143218,-54
GSM,262,2,309,54092,,13.139555,52.356533,94358,9944,1,1311240812,1472143961,-57
GSM,262,2,323,36921,,13.331858,52.574839,92302,22256,1,1311240812,1472141486,-51
GSM,262,2,323,301,,13.350181,52.573304,126498,68532,1,1311240812,1472141622,-60
GSM,262,2,305,1683,,13.428385,52.630117,68373,76048,1,1311240813,1472143466,-51
GSM,262,2,567,13921,,9.405241,51.273354,100738,7189,1,1311240941,1472142628,-58
GSM,262,3,135,12825,,8.691839,50.327743,29101,2406,1,1311240941,1472143215,-91
GSM,262,2,396,43251,,13.322911,53.573593,121017,16229,1,1311240941,1472143093,-51
GSM,262,2,380,48491,,10.977932,51.868448,69152,21367,1,1311240941,1472140976,-79
GSM,262,2,323,36922,,13.334381,52.570427,94979,55596,1,1311240942,1472141846,-52
GSM,262,2,530,7961,,7.970184,52.307532,160817,40849,1,1311240942,1472143711,-59
GSM,262,2,305,1681,,13.441432,52.645201,67370,58707,1,1311240942,1472143466,-51
GSM,262,2,663,21482,,7.499177,50.442606,91935,30898,1,1311241070,1472143838,-70
GSM,262,2,663,11021,,7.495421,50.458978,103495,172387,1,1311241070,1472144330,-73
GSM,262,2,663,21203,,7.502758,50.445015,129757,178562,1,1311241070,1472144332,-64
GSM,262,2,396,43242,,13.372129,53.587493,62210,10136,1,1311241070,1472143466,-61
GSM,262,2,396,26663,,13.299947,53.651208,62012,8587,1,1311241070,1472143093,-55
GSM,262,2,396,8313,,12.699418,54.054482,74251,36222,1,1311241070,1472141227,-59
GSM,262,2,524,16013,,7.955774,52.305067,114976,26387,1,1311241070,1472143711,-72
GSM,262,2,321,14961,,13.279603,52.506479,46464,7502,1,1311241199,1472142594,-56
GSM,262,2,396,43161,,13.369805,53.57494,45361,16544,1,1311241199,1472144208,-67
GSM,262,2,323,771,,13.32566,52.564834,127626,60514,1,1311241327,1472141722,-58
GSM,262,2,308,14562,,13.297826,52.492881,122073,34016,1,1311241328,1472140852,-51
GSM,262,2,396,26662,,13.452806,53.614376,532365,13368,1,1311241328,1472141849,-57
GSM,262,1,5182,43604,,13.179852,53.58417,66608,5809,1,1311241328,1472143342,-52
GSM,262,2,413,46212,,10.028044,53.569457,87489,17994,1,1311241456,1472141225,-56
GSM,262,2,413,12083,,10.027688,53.559426,113684,13693,1,1311241456,1472143959,-51
GSM,262,2,396,26661,,13.343056,53.701897,82205,15134,1,1311241456,1472140854,-63
GSM,262,2,413,12081,,10.034901,53.567049,24071,18331,1,1311241585,1472141225,-58
GSM,262,2,409,12213,,10.696494,53.866206,92103,30512,1,1311241723,1472143588,-69
GSM,262,2,316,2441,,13.9481,52.23375,87619,38608,0,1311241724,1472144206,-65
GSM,262,2,321,23661,,13.284955,52.505265,46256,7252,1,1311241852,1472142594,-60
GSM,262,2,409,15032,,10.704287,53.786339,115248,31623,1,1311241852,1472143529,-73
GSM,262,2,396,35341,,13.538962,53.580764,76821,7469,1,1311241852,1472141476,-57
GSM,262,2,390,26670,,13.508072,53.642602,536856,18619,1,1311241852,1472141849,-64
GSM,262,2,384,25381,,11.31533,53.597584,119163,10448,1,1311241986,1472141973,-59
GSM,262,2,384,25383,,11.264921,53.5565,123490,13703,1,1311241986,1472142345,-55
GSM,262,2,384,25692,,11.265676,53.554054,129040,10689,1,1311241986,1472142221,-54
GSM,262,2,409,5820,,10.637446,53.752075,108318,21308,1,1311241986,1472143529,-76
GSM,262,2,409,15551,,10.753424,53.809838,76748,23468,1,1311241986,1472142468,-63
GSM,262,2,396,35343,,13.393259,53.578458,113640,12885,1,1311241986,1472144208,-67
GSM,262,2,309,2612,,12.97364,52.242401,82703,83559,1,1311241987,1472143489,-76
GSM,262,2,384,6671,,11.251179,53.507317,87050,15758,1,1311242115,1472142345,-71
GSM,262,2,409,57202,,10.732471,53.792448,152445,13778,1,1311242115,1472142343,-77
GSM,262,2,390,27990,,13.633594,53.679503,546028,25951,1,1311242115,1472144208,-68
GSM,262,2,390,6952,,13.55691,53.665759,36169,12502,1,1311242115,1472144208,-52
GSM,262,3,91,3561,,13.299851,53.56344,125287,11322,1,1311242116,1472143093,-51
GSM,262,2,51,1733,,9.060766,51.476531,127306,17545,1,1311242244,1472143532,-66
GSM,262,2,384,35092,,11.224175,53.485062,94071,21659,1,1311242244,1472142345,-51
GSM,262,3,773,58343,,13.772748,51.074191,24182,15148,1,1311242244,1472143532,-78
GSM,262,3,91,3551,,13.296292,53.5444,88662,8169,1,1311242244,1472143093,-59
GSM,262,2,380,4333,,11.590215,52.032445,142326,42013,1,1311242380,1472144083,-67
GSM,262,3,773,61163,,13.728265,51.085317,26125,6241,1,1311242380,1472143532,-80
GSM,262,3,365,42675,,8.669928,50.284278,18496,3675,1,1311242380,1472142965,-88
GSM,262,3,773,26873,,13.722565,51.066249,72184,8834,1,1311242509,1472144335,-65
GSM,262,3,365,19175,,8.664857,50.267134,87957,8501,1,1311242509,1472142840,-77
GSM,262,3,365,19185,,8.665379,50.260309,23315,2175,1,1311242509,1472142840,-72
GSM,262,3,365,54315,,8.661327,50.255851,51385,3392,1,1311242509,1472142840,-77
GSM,262,3,365,48565,,8.667608,50.270621,22381,2013,1,1311242509,1472142636,-78
GSM,262,3,365,6415,,8.660408,50.258099,42577,1430,1,1311242509,1472142716,-84
GSM,262,2,323,15392,,13.305204,52.577503,126919,23754,1,1311242637,1472144083,-54
GSM,262,3,365,9395,,8.659264,50.254842,41129,2218,1,1311242637,1472142840,-81
GSM,262,3,422,9372,,8.032139,51.755236,156743,3407,1,1311242758,1472141475,-75
GSM,262,3,365,47015,,8.643187,50.223882,40692,4773,1,1311242766,1472142840,-82
GSM,262,2,513,48703,,10.739078,52.348244,241656,88902,1,1311242895,1472143445,-52
GSM,262,2,51,5771,,8.912956,51.502625,128603,11019,1,1311243024,1472143590,-71
GSM,262,2,316,33742,,13.57045,52.26329,163590,298018,0,1311243024,1472141847,-51
GSM,262,2,316,19323,,13.6012,52.23815,162944,240583,0,1311243024,1472140977,-60
GSM,262,3,773,39143,,13.72961,51.040364,129330,4075,1,1311243153,1472143341,-53
GSM,262,3,773,38993,,13.741959,51.030285,155522,4730,1,1311243153,1472142554,-75
GSM,262,3,365,36885,,8.633865,50.169066,18090,1895,1,1311243154,1472142219,-93
GSM,262,2,380,22533,,11.554836,52.081716,108765,35571,1,1311243154,1472144083,-69
GSM,262,2,451,32952,,10.024963,54.038132,69286,38767,1,1311243154,1472144208,-66
GSM,262,2,51,15751,,8.850701,51.53743,67352,17599,1,1311243282,1472144135,-54
GSM,262,3,773,53503,,13.745042,51.029981,13141,8314,1,1311243282,1472142717,-69
GSM,262,3,825,25335,,8.59149,50.122362,111510,4348,1,1311243282,1472142095,-76
GSM,262,2,390,27910,,13.545189,53.809968,110786,21360,1,1311243282,1472141849,-66
GSM,262,2,404,53761,,9.626145,53.333226,136885,24398,1,1311243283,1472144206,-80
GSM,262,2,513,48582,,10.739917,52.363603,169653,81254,1,1311243283,1472143747,-51
GSM,262,2,323,15382,,13.211761,52.511019,36357,7075,1,1311243283,1472142097,-51
GSM,262,3,773,59083,,13.759932,51.027161,27292,8613,1,1311243411,1472142966,-78
GSM,262,2,381,4360,,11.919443,52.209272,145714,47653,1,1311243411,1472142840,-71
GSM,262,2,513,20533,,10.66255,52.397895,161815,45955,1,1311243411,1472143838,-61
GSM,262,2,276,28291,,7.067393,51.522227,76231,9452,1,1311243412,1472143092,-69
GSM,262,2,276,28292,,7.048089,51.517693,74827,6343,1,1311243412,1472142841,-69
GSM,262,2,276,10103,,7.06933,51.521316,44389,9348,1,1311243412,1472143092,-73
GSM,262,2,276,3673,,7.055078,51.522069,83235,22288,1,1311243412,1472143092,-51
GSM,262,2,380,4260,,11.516321,52.052604,151087,112859,1,1311243540,1472143947,-51
GSM,262,2,276,14512,,7.011254,51.52322,119942,11131,1,1311243541,1472142592,-68
GSM,262,3,773,54433,,13.781954,51.025865,106079,9137,1,1311243669,1472143049,-64
GSM,262,2,404,55632,,9.670705,53.345759,125658,34444,1,1311243669,1472144206,-75
GSM,262,2,513,20552,,10.584012,52.411716,384609,50775,1,1311243798,1472143838,-74
GSM,262,2,384,6563,,11.118253,53.596158,85755,6797,1,1311243927,1472141352,-76
GSM,262,2,384,25691,,11.22056,53.606304,83566,6539,1,1311243927,1472141724,-73
GSM,262,2,309,163,,13.07966,52.448248,102247,24386,1,1311243927,1472141227,-77
GSM,262,2,381,48571,,11.904279,52.254512,139348,67442,1,1311244055,1472142669,-64
GSM,262,2,381,20262,,11.943306,52.288819,124212,36873,1,1311244055,1472140991,-78
GSM,262,2,381,48572,,11.946392,52.236735,118127,50033,1,1311244184,1472142840,-80
GSM,262,2,381,3610,,11.994364,52.287848,127754,43817,1,1311244312,1472141725,-74
GSM,262,2,530,6213,,7.915999,52.248445,83071,9974,1,1311244312,1472141965,-80
GSM,262,7,30612,2735,,6.637461,51.289983,109311,1703,1,1311244433,1472143959,-75
GSM,262,2,530,11702,,7.953677,52.307837,172989,54047,1,1311244442,1472144252,-64
GSM,262,2,316,11411,,13.63775,52.3806,67807,7169,0,1311244442,1472143960,-62
GSM,262,2,450,702,,9.723858,54.276712,96363,42359,1,1311244571,1472143091,-73
GSM,262,2,309,162,,13.064916,52.415798,170571,7805,1,1311244701,1472140854,-75
GSM,262,2,380,22083,,11.53954,52.161754,160700,53880,1,1311244701,1472143959,-53
GSM,262,2,380,3231,,11.545169,52.145526,155460,40285,1,1311244701,1472143464,-63
GSM,262,2,380,22081,,11.57029,52.171916,176072,34853,1,1311244701,1472143959,-52
GSM,262,2,409,12212,,10.738423,53.862933,131106,63453,1,1311244828,1472142812,-70
GSM,262,3,773,62723,,13.81996,50.993325,29714,15456,1,1311244829,1472143959,-69
GSM,262,2,380,48923,,11.545766,52.174753,149229,30727,1,1311244829,1472143464,-51
GSM,262,2,380,22523,,11.563508,52.162984,192853,44877,1,1311244829,1472143464,-56
GSM,262,2,663,21113,,8.019714,50.405257,144575,11221,1,1311244958,1472142849,-52
GSM,262,2,450,5712,,9.745968,54.301922,100899,45911,1,1311244958,1472143091,-72
GSM,262,2,309,45270,,12.978813,52.24111,113622,94976,1,1311244958,1472143712,-69
GSM,262,2,663,551,,8.029307,50.404822,139285,20543,1,1311245086,1472143299,-60
GSM,262,2,435,7762,,9.077263,53.054835,92954,35932,1,1311245087,1472143529,-57
GSM,262,2,309,12191,,12.980099,52.245922,271175,76647,1,1311245087,1472143712,-63
GSM,262,2,309,12192,,12.980252,52.241736,63563,61061,1,1311245087,1472143216,-56
GSM,262,2,309,161,,13.170464,52.401543,114296,6514,1,1311245087,1472142968,-73
GSM,262,2,309,12193,,12.965613,52.238197,92957,57191,1,1311245216,1472143712,-64
GSM,262,3,773,53523,,13.731101,51.018148,26844,11356,1,1311245345,1472142717,-69
GSM,262,7,31112,5200,,6.752805,51.444428,121966,12843,1,1311245466,1472142470,-65
GSM,262,1,14337,63150,,6.739096,51.436424,83037,27719,1,1311245466,1472142470,-51
GSM,262,7,31112,45200,,6.742819,51.438465,89476,21611,1,1311245466,1472142470,-67
GSM,262,3,56,10796,,6.743754,51.437153,82744,18997,1,1311245466,1472143092,-56
GSM,262,7,31112,5488,,6.732684,51.450953,125331,12916,1,1311245466,1472141103,-63
GSM,262,3,46,65216,,6.736358,51.439787,82926,4130,1,1311245466,1472141103,-75
GSM,262,3,56,44070,,6.757196,51.443163,121760,24267,1,1311245466,1472142963,-57
GSM,262,7,31112,56431,,6.749537,51.436797,82475,9629,1,1311245466,1472142470,-61
GSM,262,7,31112,25200,,6.758897,51.439132,81822,15501,1,1311245466,1472142470,-69
GSM,262,3,46,2726,,6.723259,51.454343,123296,23365,1,1311245466,1472143092,-64
GSM,262,7,31112,25225,,6.735855,51.442066,125620,6943,1,1311245466,1472141475,-66
GSM,262,7,31112,5223,,6.723709,51.456181,72193,5551,1,1311245466,1472141103,-67
GSM,262,7,31112,5194,,6.755859,51.433037,82615,4697,1,1311245466,1472142470,-74
GSM,262,7,31112,36586,,6.761324,51.43912,82077,6925,1,1311245466,1472142470,-63
GSM,262,2,615,21491,,8.166676,50.344707,125444,15912,1,1311245474,1472142550,-60
GSM,262,2,317,1421,,13.519253,52.510546,85273,12290,1,1311245474,1472142097,-51
GSM,262,2,452,21143,,9.741437,54.343644,94098,20758,1,1311245474,1472143091,-81
GSM,262,2,309,12291,,13.001327,52.267845,100269,91166,1,1311245475,1472143216,-73
GSM,262,7,30604,46919,,7.031553,50.826594,113432,3889,1,1311245595,1472142969,-55
GSM,262,2,316,11412,,13.63775,52.3806,122386,18967,0,1311245603,1472143712,-70
GSM,262,2,316,2713,,13.65,52.1551,91908,37927,0,1311245732,1472143716,-51
GSM,262,2,316,2711,,13.65,52.1551,69147,26841,0,1311245732,1472143959,-58
GSM,262,2,316,9770,,13.70545,52.18225,96652,18471,0,1311245732,1472143959,-74
GSM,262,2,615,39322,,8.241011,50.292368,132215,6165,1,1311245989,1472142245,-60
GSM,262,2,316,2712,,13.65,52.1551,102329,34573,0,1311245990,1472143959,-54
GSM,262,2,284,2973,,7.653573,51.548879,176820,55227,1,1311246118,1472143711,-51
GSM,262,2,615,30192,,8.248146,50.250842,33173,8453,1,1311246118,1472142096,-67
GSM,262,2,316,19461,,13.6195,52.13035,74926,21407,0,1311246119,1472143959,-64
GSM,238,1,351,3228,,9.450244,55.341335,24591,1695,1,1311246247,1472143091,-90
GSM,262,2,318,10262,,13.392305,52.547594,88304,13351,1,1311246248,1472141225,-52
GSM,238,1,351,45,,9.415316,55.268721,72619,39998,1,1311246377,1472143340,-53
GSM,262,2,615,16572,,8.263187,50.20088,104370,16425,1,1311246377,1472141944,-63
GSM,262,2,316,1482,,13.58765,52.40405,150624,8859,0,1311246377,1472143846,-74
GSM,262,2,524,11833,,8.644327,52.101739,118110,5982,1,1311246377,1472143352,-63
GSM,262,2,524,16873,,8.653216,52.088101,118835,6614,1,1311246377,1472143588,-62
GSM,262,2,524,7972,,8.661848,52.103269,145991,16591,1,1311246377,1472143340,-61
GSM,262,2,2266,30922,,9.717763,52.356724,51331,11112,1,1311246505,1472144083,-55
GSM,262,2,510,19891,,9.700565,52.359289,43243,5724,1,1311246505,1472144207,-61
GSM,262,2,284,23662,,7.666201,51.523843,75691,93039,1,1311246505,1472144330,-54
GSM,238,1,351,5092,,9.43317,55.297752,33682,10419,1,1311246506,1472143340,-57
GSM,262,2,434,7993,,8.110263,52.572613,159956,45796,1,1311246506,1472143352,-64
GSM,262,2,409,15112,,10.354428,53.737154,38714,20824,1,1311246506,1472143590,-56
GSM,262,2,409,15242,,10.370352,53.795022,57296,35261,1,1311246506,1472143590,-53
GSM,262,2,510,27553,,9.712721,52.340625,60176,26320,1,1311246634,1472144287,-51
GSM,262,2,434,17143,,8.589769,53.032797,120788,31980,1,1311246763,1472141708,-73
GSM,262,2,434,40811,,8.574607,53.043277,61814,17587,1,1311246763,1472143529,-72
GSM,262,3,132,15992,,8.747848,52.065466,120953,1269,1,1311246885,1472143466,-72
GSM,262,1,14595,20065,,8.751448,52.063727,121079,1508,1,1311246885,1472143466,-64
GSM,262,3,132,50159,,8.738281,52.050256,119588,694,1,1311246885,1472143466,-69
GSM,238,1,351,3535,,9.408905,55.240011,46085,9177,1,1311246892,1472143091,-51
GSM,262,2,514,9391,,9.881209,52.363291,119792,164820,1,1311246893,1472143431,-51
GSM,262,3,101,5811,,9.484671,54.54297,143567,9419,1,1311247014,1472143122,-64
GSM,262,3,101,63671,,9.474236,54.562948,145784,9449,1,1311247014,1472143340,-85
GSM,262,3,101,6331,,9.457332,54.613245,185994,6056,1,1311247014,1472143122,-92
GSM,262,7,10118,21712,,9.443945,54.629566,149025,3991,1,1311247014,1472142921,-75
GSM,262,2,510,19882,,9.698134,52.335874,133498,17259,1,1311247021,1472144330,-58
GSM,238,1,351,818,,9.371844,55.147618,117559,42658,1,1311247150,1472143111,-51
GSM,262,2,513,4332,,10.108393,51.743346,121120,11082,1,1311247150,1472143093,-77
GSM,262,2,533,11821,,7.236805,52.74134,443541,19960,1,1311247150,1472141460,-53
GSM,262,2,533,21142,,7.18392,52.729604,219097,24402,1,1311247150,1472141756,-64
GSM,238,1,351,5094,,9.435219,55.318565,79367,24662,1,1311247150,1472143111,-51
GSM,262,2,510,16612,,9.787376,52.349923,130002,16261,1,1311247279,1472143835,-69
GSM,262,2,510,42391,,9.801868,52.342493,117226,6589,1,1311247279,1472144083,-74
GSM,262,2,615,16122,,8.409051,50.051876,126068,6941,1,1311247279,1472143236,-51
GSM,262,2,563,13782,,9.916136,51.677361,165306,39348,1,1311247279,1472143653,-51
GSM,262,2,514,9392,,9.891813,52.35208,116317,102144,1,1311247280,1472143588,-59
GSM,262,2,510,9421,,9.800704,52.357413,128068,11679,1,1311247408,1472143835,-58
GSM,262,2,663,7502,,7.503262,50.450496,131423,81728,1,1311247408,1472144332,-76
GSM,262,2,431,57012,,8.345822,53.070015,89060,14994,1,1311247408,1472143529,-71
GSM,262,2,530,6211,,7.960141,52.266738,163579,20207,1,1311247408,1472142095,-80
GSM,238,1,351,551,,9.400663,55.255851,80092,25700,1,1311247408,1472143091,-67
GSM,262,2,514,16512,,9.876011,52.356554,150205,84425,1,1311247408,1472142717,-65
GSM,262,2,663,21471,,7.510163,50.444198,115175,56784,1,1311247537,1472144332,-77
GSM,262,2,663,46831,,7.514613,50.469199,97963,21098,1,1311247537,1472144330,-83
GSM,262,2,615,11821,,8.439774,50.036765,130515,4186,1,1311247537,1472142934,-54
GSM,262,2,301,9710,,12.613044,52.989326,185848,29447,1,1311247537,1472141599,-60
GSM,262,3,773,63533,,13.828916,50.989386,19834,11452,1,1311247658,1472143959,-62
GSM,262,2,431,57011,,8.283389,53.096443,113541,17044,1,1311247666,1472143529,-74
GSM,262,2,563,3140,,9.911806,51.783094,92874,12126,1,1311247666,1472143093,-66
GSM,262,2,563,2201,,10.052179,51.786236,191364,33291,1,1311247666,1472142573,-66
GSM,262,2,510,9431,,9.810658,52.35168,33331,8306,1,1311247666,1472143835,-70
GSM,262,2,431,17632,,8.199617,53.128512,112934,10036,1,1311247795,1472142608,-64
GSM,262,2,563,19312,,10.039938,51.78143,117637,26270,1,1311247795,1472142272,-53
GSM,262,2,301,17352,,12.628213,52.969834,168060,30430,1,1311247795,1472141599,-62
GSM,262,2,409,15733,,10.828441,53.950609,141390,15903,1,1311247795,1472143960,-60
GSM,262,2,396,6282,,12.905133,53.685924,73137,56327,1,1311247924,1472140854,-54
GSM,262,2,316,1483,,13.58765,52.40405,170111,45607,0,1311248054,1472144083,-64
GSM,238,1,351,659,,9.379548,54.964228,78540,38176,1,1311248054,1472143117,-51
GSM,262,2,396,9612,,12.784451,53.726962,109665,155077,1,1311248054,1472143838,-51
GSM,262,2,431,17543,,8.232355,53.11413,79112,8666,1,1311248054,1472143529,-68
GSM,262,2,563,19311,,10.060197,51.793383,68619,28007,1,1311248054,1472142892,-51
GSM,262,2,308,14561,,13.302028,52.491013,85309,22973,1,1311248054,1472140852,-51
GSM,238,1,351,5367,,9.370053,54.942443,57928,25402,1,1311248183,1472143340,-51
GSM,262,2,396,9613,,12.769052,53.732785,95247,174589,1,1311248183,1472143961,-51
GSM,262,2,434,6452,,8.46078,52.91922,150187,53517,1,1311248183,1472141850,-60
GSM,262,2,434,34862,,8.542588,52.946071,114934,22638,1,1311248183,1472141550,-61
GSM,262,2,396,26302,,12.778716,53.738661,64579,120515,1,1311248312,1472143713,-56
GSM,262,2,396,35962,,12.771186,53.723449,69384,84844,1,1311248312,1472142718,-66
GSM,262,2,396,26301,,12.770646,53.742134,93209,107478,1,1311248312,1472143961,-51
GSM,262,2,413,12951,,9.898645,53.566146,256931,67535,1,1311248441,1472143529,-51
GSM,262,2,431,29822,,8.122635,53.146073,72428,4925,1,1311248441,1472142908,-71
GSM,262,2,510,19881,,9.690005,52.348875,131564,16101,1,1311248441,1472144097,-57
GSM,262,2,396,9632,,12.76249,53.722729,94763,72331,1,1311248570,1472143713,-72
GSM,262,2,664,16603,,8.647884,50.052253,118920,3211,1,1311248570,1472143588,-72
GSM,262,2,321,23701,,13.281543,52.502324,18218,3629,1,1311248699,1472142594,-55
GSM,262,2,434,6492,,8.236578,52.843734,160728,99054,1,1311248828,1472144227,-56
GSM,262,2,434,29812,,8.30038,52.8784,142737,40424,1,1311248828,1472141889,-51
GSM,262,2,524,990,,8.796988,52.151576,57615,8680,1,1311248828,1472144330,-72
GSM,262,2,409,15731,,10.853398,53.976401,148007,6778,1,1311248828,1472144083,-69
GSM,262,2,396,35961,,12.727869,53.74084,99495,28757,1,1311248957,1472143093,-64
GSM,262,2,514,19442,,9.677712,52.353291,55150,13996,1,1311249078,1472144330,-59
GSM,262,2,664,16633,,8.684022,50.061105,42482,4977,1,1311249086,1472143357,-52
GSM,262,2,414,5933,,10.722712,52.932619,37001,17571,1,1311249215,1472144083,-78
GSM,262,2,664,26061,,8.731272,50.069303,111279,3524,1,1311249215,1472143712,-57
GSM,262,2,664,7051,,8.737588,50.065063,110410,5199,1,1311249215,1472143712,-51
GSM,262,2,664,10202,,8.753858,50.064294,42336,5961,1,1311249215,1472143712,-66
GSM,262,2,664,26063,,8.723389,50.063298,146049,7299,1,1311249215,1472143712,-56
GSM,262,2,664,10201,,8.824948,50.06001,125825,41887,1,1311249344,1472143960,-61
GSM,262,2,664,26091,,8.797446,50.061112,39348,5620,1,1311249344,1472143836,-63
GSM,262,2,664,26062,,8.754429,50.065787,110390,6287,1,1311249344,1472143836,-71
GSM,262,2,666,26073,,8.829696,50.058856,66817,65403,1,1311249344,1472144332,-59
GSM,262,2,434,622,,8.241054,52.805678,261988,33187,1,1311249344,1472141889,-51
GSM,262,7,10103,41188,,10.120307,53.57428,52009,3769,1,1311249465,1472141441,-69
GSM,262,2,666,11613,,8.828559,50.059735,66807,33124,1,1311249473,1472144332,-63
GSM,262,2,666,11612,,8.832005,50.05948,81678,42167,1,1311249473,1472144332,-52
GSM,262,2,666,11611,,8.830858,50.059513,27558,20829,1,1311249473,1472144332,-66
GSM,262,2,666,38061,,8.865771,50.061696,124644,8797,1,1311249602,1472143342,-57
GSM,262,2,666,22051,,8.888169,50.043463,128989,10910,1,1311249602,1472141101,-54
GSM,262,2,666,10212,,8.888283,50.054348,129541,7319,1,1311249602,1472143961,-65
GSM,262,2,666,27872,,8.895284,50.054896,130014,11216,1,1311249602,1472142070,-51
GSM,262,2,513,2413,,10.689161,52.342552,91949,20358,1,1311249602,1472144048,-62
GSM,262,2,450,32891,,9.520056,54.342739,65070,25067,1,1311250249,1472141231,-77
GSM,262,2,380,4391,,11.442561,52.077481,158036,132171,1,1311250250,1472144083,-51
GSM,262,2,316,45633,,14.6336,52.0905,81987,18313,0,1311250379,1472141847,-67
GSM,262,2,316,19682,,14.56855,52.11915,72692,13065,0,1311250507,1472141847,-91
GSM,262,2,642,5063,,9.098205,49.966683,36878,82597,1,1311250508,1472144083,-76
GSM,262,2,413,44891,,9.914967,53.568931,111681,25831,1,1311250508,1472140852,-54
GSM,262,2,316,45632,,14.6336,52.0905,81987,14668,0,1311250636,1472141683,-71
GSM,262,2,316,19672,,14.63705,52.1316,98331,13827,0,1311250636,1472144207,-66
GSM,262,2,316,45631,,14.6336,52.0905,94215,12600,0,1311250636,1472141847,-61
GSM,262,2,514,42662,,9.882512,52.35832,153434,92389,1,1311250636,1472143588,-65
GSM,262,2,316,45072,,14.712,52.06715,92840,4553,0,1311251024,1472140904,-72
GSM,262,2,510,91,,9.862104,52.275902,98666,22059,1,1311251282,1472144330,-58
GSM,262,2,510,16532,,9.870381,52.288789,37169,16791,1,1311251806,1472144330,-70
GSM,262,3,32219,35869,,10.868269,48.403352,60856,160370,1,1311252064,1472144084,-60
GSM,262,3,32219,50229,,10.868076,48.403635,21196,103542,1,1311252064,1472144084,-63
GSM,262,3,32219,27230,,10.868388,48.403225,50615,124255,1,1311252193,1472143713,-72
GSM,262,3,32219,57610,,10.868259,48.403152,16007,102548,1,1311252193,1472144084,-68
GSM,262,3,32219,5979,,10.868127,48.407009,111729,15592,1,1311252193,1472143216,-78
GSM,262,3,20493,12793,,13.590193,52.548971,170152,17013,1,1311252314,1472142470,-53
GSM,262,3,20493,41123,,13.596689,52.535949,169630,82217,1,1311252314,1472140977,-53
GSM,262,7,20226,2378,,13.596442,52.56703,94748,6707,1,1311252314,1472142097,-57
GSM,262,7,20226,42552,,13.583617,52.537407,169021,6969,1,1311252314,1472141476,-60
GSM,262,3,20493,12813,,13.576588,52.547513,80780,70300,1,1311252314,1472141350,-57
GSM,262,2,450,14573,,9.71147,54.284955,106609,22532,1,1311252321,1472143091,-70
GSM,262,3,32219,36269,,10.866966,48.404585,121975,69075,1,1311252322,1472144084,-66
GSM,262,3,32219,18579,,10.86824,48.403697,111832,110856,1,1311252322,1472144084,-55
GSM,262,2,431,17723,,7.858225,53.281927,70902,48041,1,1311252451,1472143508,-61
GSM,262,2,385,5670,,12.288886,53.336664,133638,124988,1,1311252451,1472142219,-60
GSM,262,2,450,14931,,9.674382,54.284067,93311,24347,1,1311252709,1472142884,-71
GSM,262,2,431,6580,,7.578359,53.141537,144732,555277,1,1311252709,1472141225,-51
GSM,262,2,642,5061,,9.098367,49.967473,49681,83182,1,1311252837,1472144083,-80
GSM,262,2,642,44993,,9.096616,49.973008,40202,6315,1,1311252966,1472144083,-65
GSM,262,2,642,44981,,9.097987,49.96747,48685,45649,1,1311252966,1472144083,-71
GSM,262,2,413,13983,,9.90207,53.566433,272969,41367,1,1311252966,1472143529,-51
GSM,262,7,20259,5073,,14.419072,52.034593,11033,65,1,1311253087,1472141832,-92
GSM,262,2,450,32472,,9.53875,54.344307,143282,24029,1,1311253095,1472141475,-85
GSM,262,2,450,32892,,9.558679,54.290206,139889,18366,1,1311253354,1472143091,-81
GSM,262,2,385,27650,,12.497301,53.500735,77300,120020,1,1311253354,1472142344,-69
GSM,262,2,385,5221,,12.322015,53.481111,76885,24829,1,1311253741,1472143343,-54
GSM,262,3,773,62383,,13.705459,51.035101,128002,10772,1,1311253741,1472142468,-72
GSM,262,2,510,16533,,9.853691,52.307577,30470,12128,1,1311253998,1472144094,-59
GSM,262,3,773,62393,,13.6913,51.047188,12865,4069,1,1311254128,1472142095,-65
GSM,262,2,513,961,,10.549889,52.587387,333370,64130,1,1311254256,1472141047,-76
GSM,262,2,517,3580,,10.526778,52.666973,109280,51132,1,1311254391,1472140853,-78
GSM,262,2,513,19351,,10.559045,52.605776,84969,58040,1,1311254521,1472140853,-78
GSM,262,2,452,32383,,10.130832,54.298526,126688,12443,1,1311254521,1472143091,-64
